ID,Transaction,,,,,,,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7
879,"hering, corned_b, olives, ham, turkey, soda, peppers",,,,,,,hering,corned_b,olives,ham,turkey,soda,peppers
880,"sardines, heineken, chicken, coke, ice_crea, avocado, cracker",,,,,,,sardines,heineken,chicken,coke,ice_crea,avocado,cracker
881,"sardines, heineken, chicken, coke, ice_crea, olives, peppers",,,,,,,sardines,heineken,chicken,coke,ice_crea,olives,peppers
882,"baguette, soda, hering, cracker, heineken, olives, avocado",,,,,,,baguette,soda,hering,cracker,heineken,olives,avocado
883,"hering, corned_b, olives, ham, turkey, chicken, ice_crea",,,,,,,hering,corned_b,olives,ham,turkey,chicken,ice_crea
884,"sardines, heineken, chicken, coke, ice_crea, hering, ham",,,,,,,sardines,heineken,chicken,coke,ice_crea,hering,ham
885,"soda, olives, bourbon, cracker, heineken, steak, chicken",,,,,,,soda,olives,bourbon,cracker,heineken,steak,chicken
886,"avocado, cracker, artichok, heineken, ham, bourbon, apples",,,,,,,avocado,cracker,artichok,heineken,ham,bourbon,apples
887,"baguette, sardines, apples, peppers, avocado, coke, steak",,,,,,,baguette,sardines,apples,peppers,avocado,coke,steak
888,"avocado, cracker, artichok, heineken, ham, apples, baguette",,,,,,,avocado,cracker,artichok,heineken,ham,apples,baguette
889,"hering, corned_b, apples, olives, steak, soda, artichok",,,,,,,hering,corned_b,apples,olives,steak,soda,artichok
890,"baguette, hering, avocado, artichok, heineken, peppers, peppers",,,,,,,baguette,hering,avocado,artichok,heineken,peppers,peppers
891,"baguette, hering, avocado, artichok, heineken, chicken, turkey",,,,,,,baguette,hering,avocado,artichok,heineken,chicken,turkey
892,"baguette, hering, avocado, artichok, heineken, steak, corned_b",,,,,,,baguette,hering,avocado,artichok,heineken,steak,corned_b
893,"hering, corned_b, apples, olives, steak, artichok, sardines",,,,,,,hering,corned_b,apples,olives,steak,artichok,sardines
894,"soda, olives, bourbon, cracker, heineken, hering, baguette",,,,,,,soda,olives,bourbon,cracker,heineken,hering,baguette
895,"baguette, soda, hering, cracker, heineken, bourbon, ice_crea",,,,,,,baguette,soda,hering,cracker,heineken,bourbon,ice_crea
896,"hering, corned_b, apples, olives, steak, ice_crea, baguette",,,,,,,hering,corned_b,apples,olives,steak,ice_crea,baguette
897,"corned_b, peppers, bourbon, cracker, chicken, turkey, coke",,,,,,,corned_b,peppers,bourbon,cracker,chicken,turkey,coke
898,"baguette, sardines, apples, peppers, avocado, turkey, cracker",,,,,,,baguette,sardines,apples,peppers,avocado,turkey,cracker
899,"hering, corned_b, apples, olives, steak, turkey, baguette",,,,,,,hering,corned_b,apples,olives,steak,turkey,baguette
900,"baguette, sardines, apples, peppers, avocado, hering, soda",,,,,,,baguette,sardines,apples,peppers,avocado,hering,soda
901,"avocado, cracker, artichok, heineken, ham, peppers, coke",,,,,,,avocado,cracker,artichok,heineken,ham,peppers,coke
902,"baguette, sardines, apples, peppers, avocado, olives, ice_crea",,,,,,,baguette,sardines,apples,peppers,avocado,olives,ice_crea
903,"soda, olives, bourbon, cracker, heineken, chicken, apples",,,,,,,soda,olives,bourbon,cracker,heineken,chicken,apples
904,"baguette, sardines, apples, peppers, avocado, corned_b, steak",,,,,,,baguette,sardines,apples,peppers,avocado,corned_b,steak
905,"baguette, sardines, apples, peppers, avocado, turkey, ice_crea",,,,,,,baguette,sardines,apples,peppers,avocado,turkey,ice_crea
906,"sardines, heineken, chicken, coke, ice_crea, artichok, turkey",,,,,,,sardines,heineken,chicken,coke,ice_crea,artichok,turkey
907,"avocado, cracker, artichok, heineken, ham, bourbon, apples",,,,,,,avocado,cracker,artichok,heineken,ham,bourbon,apples
908,"soda, olives, bourbon, cracker, heineken, sardines, chicken",,,,,,,soda,olives,bourbon,cracker,heineken,sardines,chicken
909,"hering, corned_b, apples, olives, steak, sardines, cracker",,,,,,,hering,corned_b,apples,olives,steak,sardines,cracker
910,"soda, olives, bourbon, cracker, heineken, corned_b, baguette",,,,,,,soda,olives,bourbon,cracker,heineken,corned_b,baguette
911,"hering, corned_b, apples, olives, steak, sardines, bourbon",,,,,,,hering,corned_b,apples,olives,steak,sardines,bourbon
912,"corned_b, peppers, bourbon, cracker, chicken, baguette, soda",,,,,,,corned_b,peppers,bourbon,cracker,chicken,baguette,soda
913,"corned_b, peppers, bourbon, cracker, chicken, turkey, apples",,,,,,,corned_b,peppers,bourbon,cracker,chicken,turkey,apples
914,"hering, corned_b, apples, olives, steak, coke, soda",,,,,,,hering,corned_b,apples,olives,steak,coke,soda
915,"hering, corned_b, apples, olives, steak, sardines, peppers",,,,,,,hering,corned_b,apples,olives,steak,sardines,peppers
916,"sardines, heineken, chicken, coke, ice_crea, hering, apples",,,,,,,sardines,heineken,chicken,coke,ice_crea,hering,apples
917,"hering, corned_b, olives, ham, turkey, coke, apples",,,,,,,hering,corned_b,olives,ham,turkey,coke,apples
918,"corned_b, peppers, bourbon, cracker, chicken, ham, steak",,,,,,,corned_b,peppers,bourbon,cracker,chicken,ham,steak
919,"avocado, cracker, artichok, heineken, ham, sardines, sardines",,,,,,,avocado,cracker,artichok,heineken,ham,sardines,sardines
920,"baguette, hering, avocado, artichok, heineken, sardines, apples",,,,,,,baguette,hering,avocado,artichok,heineken,sardines,apples
921,"hering, corned_b, olives, ham, turkey, heineken, cracker",,,,,,,hering,corned_b,olives,ham,turkey,heineken,cracker
922,"soda, olives, bourbon, cracker, heineken, hering, apples",,,,,,,soda,olives,bourbon,cracker,heineken,hering,apples
923,"hering, corned_b, olives, ham, turkey, chicken, bourbon",,,,,,,hering,corned_b,olives,ham,turkey,chicken,bourbon
924,"sardines, heineken, chicken, coke, ice_crea, olives, soda",,,,,,,sardines,heineken,chicken,coke,ice_crea,olives,soda
925,"sardines, heineken, chicken, coke, ice_crea, baguette, bourbon",,,,,,,sardines,heineken,chicken,coke,ice_crea,baguette,bourbon
926,"corned_b, peppers, bourbon, cracker, chicken, steak, soda",,,,,,,corned_b,peppers,bourbon,cracker,chicken,steak,soda
927,"corned_b, peppers, bourbon, cracker, chicken, steak, ham",,,,,,,corned_b,peppers,bourbon,cracker,chicken,steak,ham
928,"sardines, heineken, chicken, coke, ice_crea, apples, corned_b",,,,,,,sardines,heineken,chicken,coke,ice_crea,apples,corned_b
929,"soda, olives, bourbon, cracker, heineken, ice_crea, ice_crea",,,,,,,soda,olives,bourbon,cracker,heineken,ice_crea,ice_crea
930,"olives, bourbon, coke, turkey, ice_crea, apples, artichok",,,,,,,olives,bourbon,coke,turkey,ice_crea,apples,artichok
931,"soda, olives, bourbon, cracker, heineken, artichok, steak",,,,,,,soda,olives,bourbon,cracker,heineken,artichok,steak
932,"soda, olives, bourbon, cracker, heineken, turkey, artichok",,,,,,,soda,olives,bourbon,cracker,heineken,turkey,artichok
933,"sardines, heineken, chicken, coke, ice_crea, artichok, steak",,,,,,,sardines,heineken,chicken,coke,ice_crea,artichok,steak
934,"baguette, hering, avocado, artichok, heineken, ham, ice_crea",,,,,,,baguette,hering,avocado,artichok,heineken,ham,ice_crea
935,"soda, olives, bourbon, cracker, heineken, ice_crea, ice_crea",,,,,,,soda,olives,bourbon,cracker,heineken,ice_crea,ice_crea
936,"avocado, cracker, artichok, heineken, ham, sardines, steak",,,,,,,avocado,cracker,artichok,heineken,ham,sardines,steak
937,"hering, corned_b, apples, olives, steak, ham, avocado",,,,,,,hering,corned_b,apples,olives,steak,ham,avocado
938,"olives, bourbon, coke, turkey, ice_crea, heineken, soda",,,,,,,olives,bourbon,coke,turkey,ice_crea,heineken,soda
939,"hering, corned_b, olives, ham, turkey, baguette, artichok",,,,,,,hering,corned_b,olives,ham,turkey,baguette,artichok
940,"hering, corned_b, apples, olives, steak, ice_crea, artichok",,,,,,,hering,corned_b,apples,olives,steak,ice_crea,artichok
941,"hering, corned_b, olives, ham, turkey, coke, apples",,,,,,,hering,corned_b,olives,ham,turkey,coke,apples
942,"baguette, sardines, apples, peppers, avocado, cracker, steak",,,,,,,baguette,sardines,apples,peppers,avocado,cracker,steak
943,"baguette, soda, hering, cracker, heineken, avocado, steak",,,,,,,baguette,soda,hering,cracker,heineken,avocado,steak
944,"baguette, hering, avocado, artichok, heineken, ham, apples",,,,,,,baguette,hering,avocado,artichok,heineken,ham,apples
945,"sardines, heineken, chicken, coke, ice_crea, olives, corned_b",,,,,,,sardines,heineken,chicken,coke,ice_crea,olives,corned_b
946,"corned_b, peppers, bourbon, cracker, chicken, steak, baguette",,,,,,,corned_b,peppers,bourbon,cracker,chicken,steak,baguette
947,"baguette, soda, hering, cracker, heineken, chicken, corned_b",,,,,,,baguette,soda,hering,cracker,heineken,chicken,corned_b
948,"sardines, heineken, chicken, coke, ice_crea, hering, apples",,,,,,,sardines,heineken,chicken,coke,ice_crea,hering,apples
949,"olives, bourbon, coke, turkey, ice_crea, baguette, chicken",,,,,,,olives,bourbon,coke,turkey,ice_crea,baguette,chicken
950,"corned_b, peppers, bourbon, cracker, chicken, soda, ice_crea",,,,,,,corned_b,peppers,bourbon,cracker,chicken,soda,ice_crea
951,"hering, corned_b, olives, ham, turkey, apples, ice_crea",,,,,,,hering,corned_b,olives,ham,turkey,apples,ice_crea
952,"sardines, heineken, chicken, coke, ice_crea, olives, bourbon",,,,,,,sardines,heineken,chicken,coke,ice_crea,olives,bourbon
953,"baguette, soda, hering, cracker, heineken, avocado, steak",,,,,,,baguette,soda,hering,cracker,heineken,avocado,steak
954,"hering, corned_b, apples, olives, steak, turkey, ice_crea",,,,,,,hering,corned_b,apples,olives,steak,turkey,ice_crea
955,"olives, bourbon, coke, turkey, ice_crea, ham, corned_b",,,,,,,olives,bourbon,coke,turkey,ice_crea,ham,corned_b
956,"baguette, sardines, apples, peppers, avocado, bordeaux, coke",,,,,,,baguette,sardines,apples,peppers,avocado,bordeaux,coke
957,"baguette, soda, hering, cracker, heineken, corned_b, ham",,,,,,,baguette,soda,hering,cracker,heineken,corned_b,ham
958,"hering, corned_b, apples, olives, steak, bordeaux, artichok",,,,,,,hering,corned_b,apples,olives,steak,bordeaux,artichok
959,"soda, olives, bourbon, cracker, heineken, chicken, apples",,,,,,,soda,olives,bourbon,cracker,heineken,chicken,apples
960,"olives, bourbon, coke, turkey, ice_crea, peppers, steak",,,,,,,olives,bourbon,coke,turkey,ice_crea,peppers,steak
961,"corned_b, peppers, bourbon, cracker, chicken, olives, ham",,,,,,,corned_b,peppers,bourbon,cracker,chicken,olives,ham
962,"sardines, heineken, chicken, coke, ice_crea, hering, artichok",,,,,,,sardines,heineken,chicken,coke,ice_crea,hering,artichok
963,"corned_b, peppers, bourbon, cracker, chicken, coke, hering",,,,,,,corned_b,peppers,bourbon,cracker,chicken,coke,hering
964,"hering, corned_b, olives, ham, turkey, sardines, steak",,,,,,,hering,corned_b,olives,ham,turkey,sardines,steak
965,"hering, corned_b, apples, olives, steak, bourbon, avocado",,,,,,,hering,corned_b,apples,olives,steak,bourbon,avocado
966,"avocado, cracker, artichok, heineken, ham, steak, olives",,,,,,,avocado,cracker,artichok,heineken,ham,steak,olives
967,"baguette, sardines, apples, peppers, avocado, corned_b, olives",,,,,,,baguette,sardines,apples,peppers,avocado,corned_b,olives
968,"sardines, heineken, chicken, coke, ice_crea, baguette, olives",,,,,,,sardines,heineken,chicken,coke,ice_crea,baguette,olives
969,"baguette, soda, hering, cracker, heineken, ice_crea, steak",,,,,,,baguette,soda,hering,cracker,heineken,ice_crea,steak
970,"hering, corned_b, olives, ham, turkey, artichok, cracker",,,,,,,hering,corned_b,olives,ham,turkey,artichok,cracker
971,"hering, corned_b, apples, olives, steak, bourbon, bourbon",,,,,,,hering,corned_b,apples,olives,steak,bourbon,bourbon
972,"avocado, cracker, artichok, heineken, ham, apples, peppers",,,,,,,avocado,cracker,artichok,heineken,ham,apples,peppers
973,"avocado, cracker, artichok, heineken, ham, apples, soda",,,,,,,avocado,cracker,artichok,heineken,ham,apples,soda
974,"baguette, hering, avocado, artichok, heineken, chicken, bourbon",,,,,,,baguette,hering,avocado,artichok,heineken,chicken,bourbon
975,"sardines, heineken, chicken, coke, ice_crea, peppers, cracker",,,,,,,sardines,heineken,chicken,coke,ice_crea,peppers,cracker
976,"olives, bourbon, coke, turkey, ice_crea, apples, sardines",,,,,,,olives,bourbon,coke,turkey,ice_crea,apples,sardines
977,"soda, olives, bourbon, cracker, heineken, peppers, ham",,,,,,,soda,olives,bourbon,cracker,heineken,peppers,ham
978,"baguette, soda, hering, cracker, heineken, olives, avocado",,,,,,,baguette,soda,hering,cracker,heineken,olives,avocado
979,"baguette, sardines, apples, peppers, avocado, corned_b, olives",,,,,,,baguette,sardines,apples,peppers,avocado,corned_b,olives
980,"baguette, soda, hering, cracker, heineken, apples, artichok",,,,,,,baguette,soda,hering,cracker,heineken,apples,artichok
981,"hering, corned_b, olives, ham, turkey, heineken, cracker",,,,,,,hering,corned_b,olives,ham,turkey,heineken,cracker
982,"avocado, cracker, artichok, heineken, ham, baguette, coke",,,,,,,avocado,cracker,artichok,heineken,ham,baguette,coke
983,"corned_b, peppers, bourbon, cracker, chicken, olives, olives",,,,,,,corned_b,peppers,bourbon,cracker,chicken,olives,olives
984,"soda, olives, bourbon, cracker, heineken, coke, apples",,,,,,,soda,olives,bourbon,cracker,heineken,coke,apples
985,"baguette, sardines, apples, peppers, avocado, coke, cracker",,,,,,,baguette,sardines,apples,peppers,avocado,coke,cracker
986,"sardines, heineken, chicken, coke, ice_crea, ham, corned_b",,,,,,,sardines,heineken,chicken,coke,ice_crea,ham,corned_b
987,"hering, corned_b, apples, olives, steak, chicken, soda",,,,,,,hering,corned_b,apples,olives,steak,chicken,soda
988,"hering, corned_b, apples, olives, steak, baguette, ham",,,,,,,hering,corned_b,apples,olives,steak,baguette,ham
989,"avocado, cracker, artichok, heineken, ham, chicken, bourbon",,,,,,,avocado,cracker,artichok,heineken,ham,chicken,bourbon
990,"soda, olives, bourbon, cracker, heineken, hering, steak",,,,,,,soda,olives,bourbon,cracker,heineken,hering,steak
991,"hering, corned_b, olives, ham, turkey, artichok, chicken",,,,,,,hering,corned_b,olives,ham,turkey,artichok,chicken
992,"baguette, sardines, apples, peppers, avocado, hering, ice_crea",,,,,,,baguette,sardines,apples,peppers,avocado,hering,ice_crea
993,"olives, bourbon, coke, turkey, ice_crea, bordeaux, cracker",,,,,,,olives,bourbon,coke,turkey,ice_crea,bordeaux,cracker
994,"corned_b, peppers, bourbon, cracker, chicken, steak, apples",,,,,,,corned_b,peppers,bourbon,cracker,chicken,steak,apples
995,"baguette, soda, hering, cracker, heineken, artichok, avocado",,,,,,,baguette,soda,hering,cracker,heineken,artichok,avocado
996,"avocado, cracker, artichok, heineken, ham, corned_b, chicken",,,,,,,avocado,cracker,artichok,heineken,ham,corned_b,chicken
997,"soda, olives, bourbon, cracker, heineken, avocado, avocado",,,,,,,soda,olives,bourbon,cracker,heineken,avocado,avocado
998,"baguette, sardines, apples, peppers, avocado, ice_crea, olives",,,,,,,baguette,sardines,apples,peppers,avocado,ice_crea,olives
999,"sardines, heineken, chicken, coke, ice_crea, corned_b, peppers",,,,,,,sardines,heineken,chicken,coke,ice_crea,corned_b,peppers
1000,"hering, corned_b, apples, olives, steak, baguette, peppers",,,,,,,hering,corned_b,apples,olives,steak,baguette,peppers
1001,"olives, bourbon, coke, turkey, ice_crea, peppers, peppers",,,,,,,olives,bourbon,coke,turkey,ice_crea,peppers,peppers
